Date,Low,Open,Volume,High,Close
1/9/2020,79.25,79.62,"2,987,543",80.18,79.66
1/10/2020,78.7,80.06,"2,231,200",80.06,78.85
1/13/2020,78.74,79.02,"2,287,600",79.41,79.25
1/14/2020,78.71,79.02,"2,053,857",79.8,79.65
1/15/2020,79.47,79.71,"1,615,272",80.33,80.12
1/16/2020,80.12,80.12,"3,115,356",81.36,81.29
1/17/2020,81.42,81.8,"3,566,246",82.09,82
1/21/2020,81.65,81.84,"3,618,701",82.8,81.88
1/22/2020,81.92,81.99,"1,675,563",82.88,82.33
1/23/2020,81.8,82.15,"1,758,139",82.22,82.03
1/24/2020,81.18,82.14,"1,599,659",82.44,81.43
1/27/2020,80.23,80.74,"1,938,277",81.4,80.57
1/28/2020,80.78,80.93,"2,399,452",82.15,81.51
1/29/2020,79.94,81.72,"2,608,415",81.74,80.11
1/30/2020,79.43,79.44,"2,357,105",80.9,80.79
1/31/2020,79.01,80.44,"2,869,284",80.64,79.04
2/3/2020,79.18,80.21,"2,885,107",80.61,79.31
2/4/2020,79.08,80,"4,606,278",81.74,81.36
2/5/2020,81.59,81.81,"2,763,921",82.56,81.64
2/6/2020,81.85,81.98,"2,981,731",82.93,82.62
2/7/2020,82.11,83.22,"6,753,065",85.63,85.28
2/10/2020,84.22,85.25,"3,429,413",85.49,84.37
2/11/2020,92.49,93.53,"25,922,289",95.05,94.32
2/12/2020,93.75,93.83,"8,931,970",96.09,95.49
2/13/2020,94.62,94.94,"5,500,912",95.97,94.96
2/14/2020,94.84,95.08,"3,051,521",96.44,96.3
2/18/2020,96.1,96.67,"7,475,778",99.84,99.7
2/19/2020,99.46,100.97,"6,102,993",101.16,100.3
2/20/2020,98.05,99.91,"6,362,196",100.23,99.32
2/21/2020,96.44,98.79,"12,123,593",99.31,98.39
2/24/2020,95.7,95.95,"4,709,632",97.13,96.19
2/25/2020,94.28,96.38,"5,126,944",96.82,94.4
2/26/2020,93.27,94.5,"4,380,146",95.48,93.48
2/27/2020,90.99,92.66,"5,867,232",93.15,91.07
2/28/2020,87.32,89.27,"6,971,009",90.33,89.99
3/2/2020,88.82,90.11,"5,170,112",93.19,93.12
3/3/2020,88.61,92.46,"5,712,553",93.75,89.2
3/4/2020,90.08,90.26,"5,231,868",93.79,93.64
3/5/2020,89.03,91.44,"4,950,879",92.99,89.69
3/6/2020,85.26,85.94,"5,989,655",88.11,87.7
3/9/2020,79.43,83.12,"7,961,345",84.73,79.6
3/10/2020,80.06,81.83,"6,726,055",84.85,84.82
3/11/2020,82.69,82.71,"8,862,225",87.67,86.29
3/12/2020,76.27,81.87,"9,092,059",84.84,76.62
3/13/2020,76.47,80,"7,415,447",85.36,85.23
3/16/2020,74.7,78.2,"6,800,272",80.4,76.39
3/17/2020,75.31,77.46,"7,623,240",80.25,78.21
3/18/2020,63.38,74.46,"11,134,828",75.96,74.18
3/19/2020,73.47,74.63,"8,922,682",81.84,79.3
3/20/2020,73.02,79.85,"6,849,310",81.85,74.41
3/23/2020,70.7,74.84,"8,344,205",76.52,75.56
3/24/2020,75.69,78.35,"5,940,403",79.56,78.5
3/25/2020,77.61,77.63,"6,264,295",85.31,79.02
3/26/2020,79.58,79.85,"4,830,654",84.83,84.47
3/27/2020,80.87,82.39,"4,199,409",83.74,81.57
3/30/2020,81.09,82.14,"5,635,724",83.7,82.97
3/31/2020,81.83,82.89,"6,933,711",84.59,83.74
4/1/2020,82.55,82.84,"11,039,277",86.55,84.97
4/2/2020,83.86,84.89,"22,998,618",88.36,84.25
4/3/2020,80.89,84.4,"8,394,047",84.83,81.83
4/6/2020,82.84,84.33,"5,266,044",86.33,85.93
4/7/2020,85.01,87.5,"4,418,474",87.75,86.35
4/8/2020,85.84,86.44,"3,838,761",87.48,86.69
4/9/2020,84.77,86.72,"5,781,699",87.59,85.74
4/13/2020,84.31,84.43,"3,963,049",87.12,86.01
4/14/2020,86.24,87.03,"4,796,149",89.77,89.45
4/15/2020,86.94,87.76,"5,815,031",89.22,88.38
4/16/2020,87.91,88.95,"4,805,252",90.41,90.1
4/17/2020,89.69,92.58,"3,855,076",93.13,90.82
4/20/2020,88.89,89.41,"3,515,214",91.56,89.77
4/21/2020,85.94,89.08,"3,953,684",89.72,87.06
4/22/2020,88.12,89.71,"4,269,812",90.48,89.99
4/23/2020,89.12,90.51,"4,545,758",91.71,90.17
4/24/2020,88.85,90.22,"3,570,832",90.83,90.63
4/27/2020,88.86,91.15,"3,733,623",91.21,90.74
4/28/2020,87.73,91.07,"3,362,721",91.24,87.78
4/29/2020,87.81,88.88,"3,116,473",89.86,89.14
4/30/2020,87.14,88.74,"3,945,417",88.86,87.64
5/1/2020,85.65,87.58,"3,167,931",87.95,86.04
5/4/2020,85.9,86.61,"4,220,148",88.81,88.8
5/5/2020,88.28,88.62,"3,025,706",89.6,88.81
5/6/2020,86.25,89.05,"3,848,031",89.56,86.43
5/7/2020,90.07,90.18,"10,463,830",95.22,95.11
