Date,Low,Open,Volume,High,Close
10/4/2019,0.37,0.38,"1,816,327",0.38,0.38
10/7/2019,0.37,0.38,"245,060",0.39,0.38
10/8/2019,0.36,0.37,"440,551",0.39,0.36
10/9/2019,0.36,0.37,"590,366",0.38,0.37
10/10/2019,0.35,0.36,"2,285,103",0.38,0.35
10/11/2019,0.34,0.36,"894,432",0.37,0.34
10/14/2019,0.34,0.34,"443,708",0.36,0.35
10/15/2019,0.35,0.36,"280,758",0.36,0.35
10/16/2019,0.35,0.36,"325,163",0.36,0.35
10/17/2019,0.35,0.36,"256,311",0.36,0.35
10/18/2019,0.35,0.35,"292,474",0.36,0.36
10/21/2019,0.36,0.36,"671,381",0.38,0.37
10/22/2019,0.37,0.37,"1,148,365",0.4,0.39
10/23/2019,0.38,0.4,"1,062,192",0.41,0.39
10/24/2019,0.37,0.4,"490,771",0.4,0.37
10/25/2019,0.37,0.38,"404,151",0.38,0.38
10/28/2019,0.36,0.37,"489,513",0.4,0.39
10/29/2019,0.38,0.39,"547,658",0.4,0.39
10/30/2019,0.38,0.4,"269,083",0.4,0.39
10/31/2019,0.38,0.39,"289,104",0.4,0.38
11/1/2019,0.38,0.38,"927,693",0.4,0.39
11/4/2019,0.39,0.39,"1,254,501",0.41,0.4
11/5/2019,0.38,0.38,"952,186",0.41,0.38
11/6/2019,0.37,0.38,"541,931",0.39,0.37
11/7/2019,0.38,0.38,"445,791",0.39,0.38
11/8/2019,0.37,0.38,"534,501",0.39,0.38
11/11/2019,0.39,0.39,"1,420,033",0.41,0.4
11/12/2019,0.39,0.4,"452,562",0.4,0.39
11/13/2019,0.38,0.4,"411,973",0.4,0.39
11/14/2019,0.38,0.39,"398,019",0.39,0.39
11/15/2019,0.37,0.38,"1,054,074",0.39,0.39
11/18/2019,0.37,0.39,"458,048",0.39,0.37
11/19/2019,0.36,0.37,"766,172",0.38,0.36
11/20/2019,0.35,0.36,"1,146,973",0.37,0.36
11/21/2019,0.35,0.35,"980,745",0.36,0.35
11/22/2019,0.35,0.35,"561,080",0.37,0.37
11/25/2019,0.36,0.37,"471,081",0.37,0.37
11/26/2019,0.36,0.37,"849,470",0.38,0.37
11/27/2019,0.35,0.38,"3,318,246",0.39,0.37
11/29/2019,0.37,0.38,"3,540,139",0.39,0.39
12/2/2019,0.39,0.4,"1,295,138",0.4,0.39
12/3/2019,0.39,0.4,"2,287,775",0.44,0.43
12/4/2019,0.42,0.45,"2,429,236",0.48,0.44
12/5/2019,0.41,0.45,"1,076,695",0.45,0.44
12/6/2019,0.44,0.44,"2,544,020",0.47,0.46
12/9/2019,0.45,0.46,"1,807,687",0.48,0.48
12/10/2019,0.4,0.48,"4,411,247",0.48,0.42
12/11/2019,0.41,0.43,"749,307",0.45,0.42
12/12/2019,0.39,0.4,"1,867,693",0.42,0.4
12/13/2019,0.38,0.4,"1,442,081",0.4,0.39
12/16/2019,0.38,0.4,"1,627,611",0.41,0.41
12/17/2019,0.39,0.42,"1,834,243",0.43,0.43
12/18/2019,0.42,0.45,"2,772,682",0.45,0.44
12/19/2019,0.43,0.45,"6,453,270",0.47,0.47
12/20/2019,0.48,0.49,"9,315,018",0.5,0.49
12/23/2019,0.49,0.51,"4,707,038",0.55,0.54
12/24/2019,0.54,0.55,"1,189,413",0.55,0.55
12/26/2019,0.55,0.55,"2,141,363",0.58,0.57
12/27/2019,0.48,0.58,"3,680,462",0.59,0.5
12/30/2019,0.5,0.52,"2,124,292",0.56,0.53
12/31/2019,0.51,0.53,"3,275,295",0.56,0.52
1/2/2020,0.53,0.53,"2,454,571",0.56,0.54
1/3/2020,0.54,0.54,"3,270,037",0.59,0.58
1/6/2020,0.55,0.58,"1,913,887",0.59,0.56
1/7/2020,0.55,0.57,"1,543,839",0.59,0.56
1/8/2020,0.54,0.55,"1,436,286",0.57,0.55
1/9/2020,0.54,0.55,"2,257,614",0.56,0.55
1/10/2020,0.54,0.54,"2,302,918",0.55,0.54
1/13/2020,0.51,0.54,"1,336,230",0.56,0.52
1/14/2020,0.51,0.52,"964,304",0.53,0.52
1/15/2020,0.51,0.51,"967,836",0.53,0.52
1/16/2020,0.5,0.52,"953,837",0.52,0.51
1/17/2020,0.49,0.51,"762,305",0.51,0.5
1/21/2020,0.48,0.5,"1,245,814",0.52,0.49
1/22/2020,0.48,0.5,"1,026,833",0.5,0.49
1/23/2020,0.48,0.49,"757,381",0.5,0.49
1/24/2020,0.48,0.48,"457,514",0.5,0.49
1/27/2020,0.48,0.48,"783,756",0.51,0.49
1/28/2020,0.49,0.5,"471,525",0.5,0.49
1/29/2020,0.49,0.5,"458,294",0.5,0.5
1/30/2020,0.48,0.5,"1,032,737",0.5,0.48
1/31/2020,0.47,0.48,"598,189",0.48,0.48
2/3/2020,0.48,0.48,"1,448,903",0.52,0.51
2/4/2020,0.48,0.52,"1,164,081",0.52,0.5
2/5/2020,0.48,0.5,"745,851",0.5,0.49
2/6/2020,0.49,0.5,"1,112,723",0.51,0.49
2/7/2020,0.47,0.48,"931,881",0.49,0.48
2/10/2020,0.45,0.49,"1,253,397",0.49,0.46
2/11/2020,0.45,0.46,"1,067,830",0.48,0.46
2/12/2020,0.46,0.46,"683,083",0.48,0.47
2/13/2020,0.46,0.47,"654,052",0.48,0.46
2/14/2020,0.44,0.46,"1,011,465",0.46,0.44
2/18/2020,0.43,0.44,"596,126",0.45,0.43
2/19/2020,0.42,0.44,"1,132,225",0.44,0.42
2/20/2020,0.42,0.42,"1,133,349",0.47,0.46
2/21/2020,0.45,0.47,"1,090,018",0.48,0.46
2/24/2020,0.43,0.43,"1,028,575",0.45,0.43
2/25/2020,0.44,0.44,"3,452,745",0.51,0.44
2/26/2020,0.43,0.45,"1,974,730",0.48,0.47
2/27/2020,0.4,0.46,"2,326,997",0.48,0.42
2/28/2020,0.38,0.41,"2,167,324",0.41,0.41
3/2/2020,0.4,0.41,"1,925,353",0.44,0.42
3/3/2020,0.42,0.44,"540,909",0.44,0.44
3/4/2020,0.42,0.44,"739,304",0.44,0.43
3/5/2020,0.39,0.43,"1,638,606",0.43,0.4
3/6/2020,0.39,0.39,"783,301",0.41,0.39
3/9/2020,0.32,0.37,"2,819,937",0.4,0.32
3/10/2020,0.27,0.33,"2,622,708",0.35,0.31
3/11/2020,0.3,0.31,"1,209,002",0.32,0.31
3/12/2020,0.27,0.29,"1,114,631",0.3,0.29
3/13/2020,0.28,0.3,"1,612,266",0.31,0.31
3/16/2020,0.26,0.28,"1,909,268",0.32,0.27
3/17/2020,0.27,0.28,"1,693,160",0.32,0.3
3/18/2020,0.23,0.29,"1,770,178",0.3,0.27
3/19/2020,0.27,0.27,"1,546,975",0.3,0.29
3/20/2020,0.27,0.29,"1,384,561",0.3,0.27
3/23/2020,0.25,0.27,"1,279,870",0.3,0.26
3/24/2020,0.28,0.39,"5,073,964",0.4,0.3
3/25/2020,0.29,0.3,"2,252,938",0.36,0.34
3/26/2020,0.32,0.35,"1,509,058",0.39,0.38
3/27/2020,0.34,0.38,"1,995,759",0.39,0.34
3/30/2020,0.3,0.34,"1,458,753",0.34,0.31
3/31/2020,0.28,0.31,"1,229,905",0.31,0.29
4/1/2020,0.27,0.27,"918,695",0.29,0.29
4/2/2020,0.29,0.29,"1,334,936",0.31,0.29
4/3/2020,0.28,0.3,"838,993",0.3,0.28
4/6/2020,0.28,0.29,"1,863,980",0.3,0.29
4/7/2020,0.29,0.3,"972,111",0.31,0.29
4/8/2020,0.28,0.29,"723,181",0.3,0.3
4/9/2020,0.29,0.3,"958,375",0.31,0.3
4/13/2020,0.3,0.3,"587,978",0.31,0.31
4/14/2020,0.3,0.32,"1,357,792",0.32,0.31
4/15/2020,0.29,0.31,"1,162,515",0.31,0.29
4/16/2020,0.29,0.3,"1,218,321",0.3,0.29
4/17/2020,0.29,0.3,"1,029,909",0.3,0.3
4/20/2020,0.3,0.3,"2,332,675",0.32,0.31
4/21/2020,0.3,0.31,"412,402",0.32,0.3
4/22/2020,0.29,0.31,"1,358,547",0.31,0.3
4/23/2020,0.29,0.29,"569,702",0.31,0.31
4/24/2020,0.31,0.31,"418,320",0.31,0.31
4/27/2020,0.31,0.32,"1,083,812",0.32,0.32
4/28/2020,0.32,0.32,"2,423,277",0.34,0.34
4/29/2020,0.32,0.34,"1,601,915",0.35,0.33
4/30/2020,0.31,0.34,"828,268",0.34,0.32
5/1/2020,0.32,0.33,"571,108",0.33,0.32
5/4/2020,0.3,0.32,"851,701",0.32,0.31
5/5/2020,0.31,0.31,"928,515",0.32,0.31
5/6/2020,0.3,0.32,"571,690",0.32,0.31
5/7/2020,0.3,0.31,"719,879",0.32,0.32
5/8/2020,0.31,0.31,"860,609",0.32,0.32
5/11/2020,0.3,0.32,"857,932",0.33,0.3
5/12/2020,0.3,0.3,"547,049",0.32,0.3
5/13/2020,0.29,0.3,"880,389",0.31,0.29
5/14/2020,0.28,0.29,"917,592",0.3,0.3
5/15/2020,0.28,0.29,"592,195",0.3,0.29
5/18/2020,0.29,0.29,"844,931",0.31,0.31
5/19/2020,0.29,0.3,"568,516",0.31,0.3
5/20/2020,0.29,0.29,"695,766",0.31,0.3
5/21/2020,0.29,0.3,"862,086",0.31,0.3
5/22/2020,0.3,0.31,"1,001,919",0.32,0.32
5/26/2020,0.33,0.33,"1,346,247",0.35,0.34
5/27/2020,0.31,0.33,"768,371",0.34,0.31
5/28/2020,0.31,0.33,"630,482",0.33,0.31
5/29/2020,0.3,0.31,"3,202,168",0.33,0.3
6/1/2020,0.31,0.31,"639,988",0.32,0.32
6/2/2020,0.31,0.32,"12,524,930",0.36,0.33
6/3/2020,0.31,0.33,"3,945,959",0.34,0.32
6/4/2020,0.3,0.31,"9,097,587",0.36,0.32
6/5/2020,0.34,0.35,"4,512,926",0.37,0.35
6/8/2020,0.35,0.35,"5,832,621",0.41,0.4
6/9/2020,0.36,0.39,"3,092,070",0.4,0.38
6/10/2020,0.36,0.37,"1,898,715",0.38,0.37
6/11/2020,0.31,0.35,"2,195,429",0.35,0.33
6/12/2020,0.33,0.33,"787,922",0.35,0.34
6/15/2020,0.32,0.34,"1,626,952",0.35,0.35
6/16/2020,0.35,0.36,"2,042,965",0.38,0.36
6/17/2020,0.32,0.37,"1,897,694",0.37,0.32
6/18/2020,0.33,0.33,"57,985,340",0.6,0.39
6/19/2020,0.33,0.43,"20,963,260",0.43,0.33
6/22/2020,0.33,0.34,"8,837,807",0.38,0.33
6/23/2020,0.32,0.34,"7,608,498",0.34,0.32
6/24/2020,0.3,0.31,"4,927,084",0.32,0.31
6/25/2020,0.3,0.3,"3,559,581",0.31,0.31
6/26/2020,0.3,0.32,"3,994,029",0.32,0.31
6/29/2020,0.3,0.3,"2,117,856",0.31,0.31
6/30/2020,0.3,0.31,"4,481,528",0.33,0.33
7/1/2020,0.31,0.34,"2,699,094",0.34,0.32
7/2/2020,0.31,0.32,"2,450,526",0.33,0.31
7/6/2020,0.32,0.33,"120,136,000",0.6,0.43
7/7/2020,0.35,0.48,"36,574,406",0.49,0.37
7/8/2020,0.35,0.35,"9,827,239",0.37,0.35
7/9/2020,0.34,0.36,"5,721,281",0.37,0.34
7/10/2020,0.33,0.34,"7,068,593",0.36,0.36
7/13/2020,0.36,0.38,"12,330,390",0.42,0.38
7/14/2020,0.36,0.4,"5,779,462",0.41,0.37
7/15/2020,0.34,0.37,"7,658,331",0.38,0.35
7/16/2020,0.34,0.35,"3,358,415",0.35,0.35
7/17/2020,0.34,0.35,"2,993,968",0.35,0.35
7/20/2020,0.33,0.35,"3,957,580",0.35,0.34
7/21/2020,0.34,0.34,"3,315,356",0.35,0.35
7/22/2020,0.34,0.34,"2,746,948",0.35,0.35
7/23/2020,0.34,0.35,"4,514,630",0.36,0.36
7/24/2020,0.35,0.35,"4,287,940",0.38,0.37
7/27/2020,0.35,0.38,"3,094,812",0.38,0.36
7/28/2020,0.35,0.35,"1,833,825",0.36,0.35
7/29/2020,0.35,0.35,"3,321,052",0.37,0.37
7/30/2020,0.35,0.37,"1,561,731",0.37,0.36
7/31/2020,0.36,0.37,"16,116,980",0.42,0.39
8/3/2020,0.37,0.41,"8,888,761",0.41,0.39
8/4/2020,0.37,0.38,"7,671,864",0.39,0.37
8/5/2020,0.37,0.38,"4,273,673",0.39,0.38
8/6/2020,0.37,0.38,"6,680,499",0.4,0.39
8/7/2020,0.37,0.39,"4,055,710",0.39,0.37
8/10/2020,0.36,0.36,"3,047,746",0.38,0.38
8/11/2020,0.38,0.38,"6,024,658",0.4,0.38
8/12/2020,0.36,0.38,"3,170,133",0.38,0.38
8/13/2020,0.36,0.37,"1,734,648",0.38,0.37
8/14/2020,0.35,0.36,"2,136,970",0.36,0.35
8/17/2020,0.35,0.35,"1,639,838",0.37,0.36
8/18/2020,0.34,0.37,"1,664,745",0.37,0.35
8/19/2020,0.34,0.35,"1,696,620",0.35,0.34
8/20/2020,0.34,0.35,"1,440,922",0.35,0.34
8/21/2020,0.33,0.34,"2,483,398",0.34,0.33
8/24/2020,0.32,0.32,"1,971,344",0.34,0.32
8/25/2020,0.31,0.33,"1,474,969",0.33,0.32
8/26/2020,0.32,0.33,"5,564,487",0.37,0.34
8/27/2020,0.33,0.34,"1,298,515",0.34,0.33
8/28/2020,0.32,0.33,"1,360,126",0.34,0.33
8/31/2020,0.32,0.34,"2,370,416",0.34,0.33
9/1/2020,0.32,0.33,"1,863,874",0.33,0.32
9/2/2020,0.32,0.32,"1,090,270",0.33,0.33
9/3/2020,0.32,0.33,"1,374,618",0.33,0.32
9/4/2020,0.31,0.32,"2,281,452",0.32,0.31
9/8/2020,0.3,0.31,"2,371,784",0.32,0.3
9/9/2020,0.3,0.3,"1,395,764",0.3,0.3
9/10/2020,0.3,0.31,"2,468,053",0.32,0.31
9/11/2020,0.3,0.3,"1,059,759",0.31,0.31
9/14/2020,0.3,0.31,"1,664,812",0.31,0.31
9/15/2020,0.3,0.31,"969,564",0.31,0.31
9/16/2020,0.31,0.31,"1,473,463",0.33,0.33
9/17/2020,0.32,0.32,"1,236,221",0.33,0.33
9/18/2020,0.32,0.33,"2,305,637",0.34,0.34
9/21/2020,0.31,0.33,"1,385,593",0.33,0.33
9/22/2020,0.32,0.32,"979,581",0.34,0.34
9/23/2020,0.31,0.33,"1,656,089",0.33,0.32
9/24/2020,0.3,0.31,"1,778,570",0.32,0.3
9/25/2020,0.3,0.3,"660,514",0.31,0.3
9/28/2020,0.3,0.31,"1,110,423",0.31,0.3
9/29/2020,0.3,0.3,"891,275",0.32,0.31
9/30/2020,0.3,0.31,"857,267",0.32,0.31
10/1/2020,0.3,0.3,"785,400",0.31,0.31
10/2/2020,0.3,0.3,"857,205",0.31,0.3
10/5/2020,0.3,0.32,"1,031,955",0.32,0.3
10/6/2020,0.3,0.31,"5,792,687",0.34,0.31
10/7/2020,0.31,0.32,"1,118,357",0.32,0.31
10/8/2020,0.31,0.31,"798,902",0.32,0.31
10/9/2020,0.31,0.31,"1,408,098",0.33,0.31
10/12/2020,0.31,0.31,"934,570",0.32,0.31
10/13/2020,0.31,0.31,"4,717,321",0.34,0.32
10/14/2020,0.31,0.33,"1,589,835",0.33,0.32
10/15/2020,0.3,0.32,"912,851",0.32,0.31
10/16/2020,0.31,0.31,"1,135,633",0.32,0.32
10/19/2020,0.31,0.32,"1,622,104",0.33,0.31
10/20/2020,0.31,0.31,"976,897",0.32,0.31
10/21/2020,0.31,0.31,"551,127",0.31,0.31
10/22/2020,0.31,0.31,"908,662",0.31,0.31
10/23/2020,0.31,0.31,"1,048,019",0.32,0.31
10/26/2020,0.3,0.31,"942,097",0.31,0.3
10/27/2020,0.3,0.31,"1,529,322",0.31,0.3
10/28/2020,0.3,0.31,"1,369,430",0.31,0.3
10/29/2020,0.3,0.31,"1,232,242",0.31,0.3
10/30/2020,0.3,0.31,"1,015,182",0.31,0.3
11/2/2020,0.29,0.31,"1,207,343",0.31,0.3
11/3/2020,0.3,0.3,"685,985",0.31,0.3
11/4/2020,0.3,0.31,"619,136",0.31,0.3
11/5/2020,0.3,0.3,"2,010,712",0.31,0.3
11/6/2020,0.31,0.31,"6,441,264",0.35,0.34
11/9/2020,0.32,0.34,"2,295,441",0.36,0.33
11/10/2020,0.32,0.33,"1,291,621",0.34,0.33
11/11/2020,0.32,0.33,"1,290,842",0.34,0.33
11/12/2020,0.33,0.33,"1,156,186",0.34,0.33
11/13/2020,0.32,0.33,"812,583",0.34,0.32
11/16/2020,0.31,0.33,"3,341,773",0.33,0.31
